application_id,applicant_country,destination_country,application_type,visa_category,submission_date,decision_date,season,priority_processing,biometrics_completed,countries_visited,schengen_visits,us_visits,uk_visits,overstay_history,previous_rejections,applicant_age,gender,employment_status,marital_status,document_completeness,supporting_docs_provided,interview_required,financial_docs_provided,sponsorship_letter,processing_office,application_status,rejection_reason
APP003997,Philippines,Lithuania,In-Person,Student,26-03-2023,15-05-2023,Spring,No,Yes,10,7,0,1,No,0,24,M,Employed,Single,Yes,Yes,Yes,Yes,Yes,Office C - Small Town,Approved,
APP003998,Sri Lanka,France,Mail,Tourist,20-07-2024,04-09-2024,Summer,No,Yes,9,5,0,2,No,0,47,F,Self-Employed,Single,Yes,Yes,No,Yes,No,Office E - Border,Approved,
APP003999,Russia,Saudi Arabia,Online,Business,06-10-2024,07-11-2024,Fall,No,Yes,2,0,0,0,No,0,42,F,Employed,Single,Yes,Yes,Yes,Yes,No,Office E - Border,Rejected,Poor Travel History
APP004000,Qatar,Ireland,Online,Tourist,20-11-2023,20-12-2023,Fall,No,Yes,10,6,0,2,No,0,50,F,Student,Married,Yes,Yes,No,Yes,No,Office C - Small Town,Approved,
APP004001,South Korea,Italy,Online,Student,29-12-2024,03-03-2025,Winter,No,Yes,12,2,1,2,No,4,37,M,Employed,Divorced,Yes,Yes,Yes,Yes,No,Office D - Capital,Rejected,Previous Visa Rejections
APP004002,Ukraine,New Zealand,In-Person,Tourist,08-06-2024,12-07-2024,Summer,No,No,19,3,1,0,No,0,13,M,Employed,Single,Yes,Yes,No,Yes,No,Office F - Consulate,Approved,
APP004003,Indonesia,France,In-Person,Student,22-06-2024,23-08-2024,Summer,No,Yes,3,1,0,0,No,0,33,M,Employed,Single,Yes,Yes,Yes,Yes,Yes,Office A - Metro,Approved,
APP004004,Russia,Germany,In-Person,Tourist,12-02-2024,24-03-2024,Winter,No,Yes,6,3,2,4,No,0,38,M,Employed,Married,Yes,Yes,No,Yes,No,Office E - Border,Approved,
APP004005,Venezuela,France,Mail,Work,04-07-2024,23-09-2024,Summer,No,Yes,41,7,0,6,No,2,25,M,Employed,Married,Yes,Yes,Yes,Yes,No,Office E - Border,Rejected,Previous Visa Rejections
APP004006,Colombia,Romania,In-Person,Tourist,07-07-2023,09-08-2023,Summer,No,Yes,10,6,1,1,No,0,50,M,Student,Married,Yes,Yes,No,Yes,No,Office B - Regional,Approved,
APP004007,Japan,France,In-Person,Business,13-07-2024,22-08-2024,Summer,No,Yes,9,1,0,1,No,0,54,M,Employed,Married,No,No,No,Yes,No,Office F - Consulate,Rejected,Incomplete Documentation
APP004008,Malaysia,Norway,In-Person,Tourist,06-01-2023,30-01-2023,Winter,No,Yes,4,0,0,0,No,0,22,M,Unemployed,Single,Yes,Yes,No,Yes,No,Office C - Small Town,Approved,
APP004009,Ukraine,Poland,Online,Tourist,13-09-2023,21-10-2023,Fall,No,Yes,25,2,0,1,No,0,43,F,Employed,Divorced,No,No,No,Yes,No,Office E - Border,Rejected,Incomplete Documentation
APP004010,North Macedonia,Croatia,In-Person,Student,13-11-2023,19-01-2024,Fall,No,Yes,10,2,2,4,No,1,62,M,Employed,Single,No,Yes,No,No,No,Office C - Small Town,Rejected,Incomplete Documentation
APP004011,Egypt,Estonia,Online,Tourist,16-05-2024,15-06-2024,Spring,No,No,6,4,0,1,No,1,50,M,Retired,Married,Yes,Yes,Yes,No,No,Office A - Metro,Rejected,Insufficient Financial Proof
APP004012,Pakistan,UAE,In-Person,Tourist,16-09-2023,01-11-2023,Fall,No,Yes,24,3,1,4,No,1,51,F,Self-Employed,Married,Yes,Yes,Yes,No,No,Office B - Regional,Approved,
APP004013,Belarus,Qatar,In-Person,Tourist,30-09-2024,27-10-2024,Fall,No,Yes,9,7,0,1,No,0,25,F,Employed,Single,Yes,Yes,No,Yes,No,Office B - Regional,Rejected,Failed to Demonstrate Intent to Return
APP004014,North Macedonia,Poland,In-Person,Business,19-02-2024,21-03-2024,Winter,No,Yes,13,6,3,1,No,0,25,M,Employed,Divorced,Yes,No,No,Yes,No,Office A - Metro,Approved,
APP004015,Brazil,UK,In-Person,Tourist,26-09-2024,28-10-2024,Fall,No,Yes,25,2,2,5,No,2,76,F,Student,Married,Yes,No,Yes,Yes,No,Office D - Capital,Rejected,Insufficient Supporting Documents
APP004016,Algeria,Lithuania,Online,Work,16-11-2023,15-01-2024,Fall,Yes,Yes,24,9,0,2,No,0,49,M,Self-Employed,Married,Yes,Yes,Yes,Yes,No,Office F - Consulate,Approved,
APP004017,Kenya,Slovakia,In-Person,Student,16-12-2023,14-02-2024,Winter,No,Yes,8,8,3,1,No,0,51,M,Employed,Widowed,Yes,Yes,Yes,Yes,Yes,Office F - Consulate,Approved,
APP004018,Serbia,Singapore,Online,Student,03-06-2024,04-08-2024,Summer,No,Yes,15,6,0,3,No,0,46,F,Self-Employed,Married,No,Yes,Yes,Yes,Yes,Office C - Small Town,Rejected,Incomplete Documentation
APP004019,Brazil,Canada,Online,Tourist,15-02-2024,17-03-2024,Winter,No,Yes,28,6,5,6,No,0,24,F,Student,Married,Yes,No,No,Yes,No,Office D - Capital,Approved,
APP004020,Russia,Canada,Online,Business,28-11-2024,11-01-2025,Fall,No,Yes,18,6,3,3,No,5,35,F,Self-Employed,Single,Yes,Yes,Yes,Yes,No,Office E - Border,Approved,
APP004021,Kenya,Germany,Online,Tourist,12-09-2023,11-10-2023,Fall,No,Yes,16,6,0,0,No,0,58,F,Self-Employed,Married,Yes,Yes,No,Yes,No,Office C - Small Town,Approved,
APP004022,Syria,Spain,Online,Student,11-11-2024,05-01-2025,Fall,No,Yes,30,7,5,2,No,0,22,F,Employed,Married,Yes,Yes,Yes,No,No,Office C - Small Town,Rejected,Insufficient Financial Proof
APP004023,Morocco,Canada,Mail,Tourist,03-11-2023,03-12-2023,Fall,No,Yes,7,7,0,1,No,2,44,M,Employed,Widowed,Yes,Yes,Yes,Yes,No,Office D - Capital,Approved,
APP004024,India,Spain,Online,Work,10-12-2024,17-03-2025,Winter,No,Yes,12,5,1,0,No,1,37,F,Unemployed,Single,Yes,Yes,Yes,Yes,No,Office A - Metro,Rejected,No Proof of Employment
APP004025,Philippines,Japan,Mail,Work,04-07-2024,13-10-2024,Summer,No,Yes,1,0,1,1,No,0,45,M,Employed,Married,No,Yes,Yes,Yes,No,Office E - Border,Rejected,Incomplete Documentation
APP004026,Philippines,South Korea,Online,Transit,25-10-2024,29-10-2024,Fall,No,Yes,15,6,0,1,No,0,35,F,Retired,Married,Yes,Yes,No,No,Yes,Office E - Border,Approved,
APP004027,Turkey,Italy,In-Person,Transit,08-09-2024,12-09-2024,Fall,No,Yes,32,9,4,2,No,0,32,F,Employed,Single,Yes,Yes,No,Yes,No,Office E - Border,Approved,
APP004028,Ecuador,Slovakia,Online,Tourist,15-07-2023,01-09-2023,Summer,No,Yes,2,0,2,1,No,0,23,M,Self-Employed,Married,Yes,Yes,No,Yes,No,Office A - Metro,Approved,
APP004029,Indonesia,France,Online,Tourist,19-11-2024,16-12-2024,Fall,No,Yes,11,3,1,0,No,2,42,F,Employed,Single,Yes,Yes,No,Yes,Yes,Office A - Metro,Approved,
APP004030,South Africa,Spain,In-Person,Tourist,20-11-2023,20-12-2023,Fall,No,Yes,14,6,0,1,No,3,19,F,Employed,Single,Yes,Yes,Yes,Yes,No,Office D - Capital,Rejected,Previous Visa Rejections
APP004031,Morocco,Germany,In-Person,Student,22-12-2024,25-03-2025,Winter,No,Yes,27,9,0,1,No,1,37,F,Employed,Single,No,No,Yes,No,Yes,Office D - Capital,Rejected,Incomplete Documentation
APP004032,Nigeria,Qatar,Online,Business,22-02-2023,27-03-2023,Winter,No,Yes,10,4,1,2,No,0,58,F,Employed,Widowed,Yes,No,Yes,Yes,No,Office A - Metro,Approved,
APP004033,South Africa,France,Online,Tourist,17-07-2023,03-09-2023,Summer,No,Yes,0,0,0,0,No,0,24,M,Student,Married,Yes,Yes,No,Yes,No,Office A - Metro,Approved,
APP004034,Pakistan,France,In-Person,Student,13-06-2024,22-09-2024,Summer,No,Yes,8,1,3,2,No,0,33,F,Employed,Married,Yes,Yes,Yes,No,No,Office A - Metro,Rejected,Insufficient Financial Proof
APP004035,China,Switzerland,Online,Student,25-11-2024,30-12-2024,Fall,Yes,Yes,3,1,0,0,No,0,25,F,Employed,Divorced,Yes,Yes,No,Yes,Yes,Office F - Consulate,Approved,
APP004036,Turkey,Norway,In-Person,Family,28-06-2024,28-02-2025,Summer,Yes,Yes,13,6,1,0,No,0,42,F,Self-Employed,Married,Yes,Yes,Yes,Yes,Yes,Office A - Metro,Approved,
APP004037,Jordan,Germany,Online,Tourist,12-03-2024,24-04-2024,Spring,No,No,26,8,3,1,No,1,13,F,Employed,Married,Yes,Yes,Yes,Yes,No,Office C - Small Town,Approved,
APP004038,South Korea,France,In-Person,Tourist,29-01-2024,03-03-2024,Winter,No,No,9,8,2,2,No,0,80,M,Student,Single,Yes,Yes,No,Yes,No,Office E - Border,Approved,
APP004039,Tunisia,Germany,In-Person,Work,12-01-2024,30-03-2024,Winter,No,Yes,9,3,3,2,No,0,17,M,Employed,Married,Yes,Yes,Yes,Yes,No,Office E - Border,Approved,
APP004040,South Africa,USA,In-Person,Business,23-08-2024,21-09-2024,Summer,No,Yes,6,1,3,2,No,2,47,F,Employed,Divorced,Yes,Yes,Yes,Yes,No,Office B - Regional,Approved,
APP004041,Venezuela,Netherlands,Online,Work,11-09-2023,08-12-2023,Fall,No,Yes,2,1,1,0,No,0,35,F,Employed,Single,Yes,Yes,Yes,Yes,No,Office E - Border,Approved,
APP004042,Ecuador,Italy,Online,Business,14-11-2023,17-12-2023,Fall,No,Yes,10,8,4,2,No,1,28,M,Employed,Divorced,Yes,Yes,Yes,Yes,No,Office E - Border,Approved,
APP004043,Brazil,UK,In-Person,Work,01-02-2024,08-05-2024,Winter,No,No,17,3,2,2,No,2,32,M,Employed,Single,No,No,Yes,Yes,No,Office B - Regional,Rejected,Incomplete Documentation
APP004044,Ivory Coast,France,In-Person,Business,01-08-2023,03-09-2023,Summer,No,Yes,12,7,0,0,No,0,21,M,Employed,Single,Yes,Yes,No,Yes,Yes,Office E - Border,Approved,
APP004045,Brazil,Czech Republic,Online,Business,01-04-2023,05-05-2023,Spring,No,Yes,1,0,0,1,No,0,49,M,Employed,Married,No,No,No,Yes,Yes,Office A - Metro,Rejected,Incomplete Documentation
APP004046,Palestine,Hungary,Online,Work,28-09-2023,17-12-2023,Fall,No,Yes,7,4,1,2,No,1,44,F,Student,Single,Yes,Yes,Yes,Yes,No,Office A - Metro,Approved,
APP004047,Moldova,Iceland,Online,Tourist,14-06-2023,09-09-2023,Summer,No,Yes,6,2,1,1,No,4,49,M,Self-Employed,Married,No,No,Yes,No,No,Office E - Border,Rejected,Incomplete Documentation
APP004048,Moldova,Croatia,Online,Business,06-09-2023,29-09-2023,Fall,Yes,No,33,8,4,0,No,0,61,F,Employed,Single,No,Yes,No,No,No,Office D - Capital,Rejected,Incomplete Documentation
APP004049,South Korea,Germany,Online,Tourist,29-07-2024,11-09-2024,Summer,No,Yes,26,8,1,3,No,2,73,F,Employed,Single,Yes,Yes,Yes,Yes,No,Office C - Small Town,Approved,
APP004050,Peru,Cyprus,In-Person,Tourist,28-06-2023,05-08-2023,Summer,No,Yes,19,6,2,0,No,0,55,F,Employed,Married,Yes,No,No,Yes,No,Office C - Small Town,Approved,
APP004051,Armenia,Croatia,Online,Tourist,24-03-2023,05-05-2023,Spring,No,Yes,10,1,2,0,No,2,33,M,Employed,Married,Yes,Yes,Yes,Yes,No,Office E - Border,Rejected,Previous Visa Rejections
APP004052,Turkey,Spain,Mail,Family,25-07-2023,22-08-2024,Summer,No,Yes,1,1,0,1,No,0,60,F,Employed,Married,Yes,Yes,No,Yes,Yes,Office F - Consulate,Rejected,Poor Travel History
APP004053,Angola,Spain,Online,Business,09-03-2023,03-04-2023,Spring,No,Yes,10,2,0,2,No,0,59,M,Employed,Married,Yes,Yes,No,Yes,Yes,Office B - Regional,Approved,
APP004054,Peru,Spain,In-Person,Student,30-07-2024,03-10-2024,Summer,No,Yes,9,4,1,1,No,5,33,M,Unemployed,Married,Yes,Yes,Yes,Yes,Yes,Office B - Regional,Rejected,Previous Visa Rejections
APP004055,Lebanon,Australia,In-Person,Tourist,24-05-2023,25-06-2023,Spring,No,Yes,14,8,1,1,No,0,51,M,Unemployed,Married,Yes,Yes,Yes,Yes,No,Office E - Border,Approved,
APP004056,Vietnam,Hungary,Mail,Business,03-09-2024,21-09-2024,Fall,Yes,Yes,0,0,0,0,No,0,35,F,Unemployed,Single,Yes,Yes,No,Yes,No,Office F - Consulate,Approved,
APP004057,Russia,Netherlands,Online,Student,08-04-2023,20-05-2023,Spring,No,Yes,5,0,0,0,No,0,31,M,Retired,Single,Yes,Yes,No,No,No,Office A - Metro,Rejected,Insufficient Financial Proof
APP004058,Colombia,Canada,Online,Tourist,27-04-2023,12-06-2023,Spring,No,Yes,38,3,2,2,No,2,53,M,Employed,Divorced,Yes,Yes,Yes,Yes,Yes,Office D - Capital,Rejected,Previous Visa Rejections
APP004059,Azerbaijan,Slovenia,Online,Tourist,22-02-2023,28-03-2023,Winter,No,Yes,9,3,1,0,No,0,44,F,Retired,Married,Yes,Yes,No,Yes,No,Office A - Metro,Approved,
APP004060,China,France,Online,Business,09-05-2023,21-06-2023,Spring,No,No,42,9,1,0,No,0,29,F,Self-Employed,Married,Yes,Yes,Yes,Yes,No,Office A - Metro,Approved,
APP004061,Belarus,Czech Republic,Online,Student,16-12-2024,16-02-2025,Winter,No,Yes,15,7,2,0,No,2,62,M,Employed,Divorced,Yes,Yes,Yes,Yes,No,Office A - Metro,Approved,
APP004062,Kenya,USA,In-Person,Work,30-05-2024,22-09-2024,Spring,No,Yes,2,0,0,0,No,0,42,M,Student,Married,No,Yes,Yes,No,No,Office A - Metro,Rejected,Incomplete Documentation
APP004063,Morocco,Estonia,In-Person,Business,22-04-2024,14-05-2024,Spring,No,Yes,7,5,0,1,No,0,56,M,Employed,Single,Yes,No,No,Yes,No,Office C - Small Town,Rejected,Insufficient Supporting Documents
APP004064,UAE,Germany,Online,Tourist,27-03-2024,21-04-2024,Spring,No,No,10,6,1,0,No,0,56,F,Employed,Single,Yes,Yes,No,Yes,No,Office E - Border,Approved,
APP004065,Turkey,France,Online,Work,11-05-2023,16-08-2023,Spring,No,Yes,16,5,0,3,No,1,20,M,Employed,Married,Yes,No,Yes,Yes,No,Office F - Consulate,Rejected,Insufficient Supporting Documents
APP004066,India,France,Online,Tourist,01-01-2024,04-02-2024,Winter,No,Yes,2,2,0,0,No,0,59,F,Employed,Single,Yes,Yes,No,No,Yes,Office F - Consulate,Rejected,Insufficient Financial Proof
APP004067,Japan,Croatia,Online,Work,30-03-2023,26-06-2023,Spring,No,Yes,4,2,0,0,No,0,64,M,Employed,Married,Yes,Yes,Yes,Yes,No,Office F - Consulate,Approved,
APP004068,China,Italy,In-Person,Student,03-04-2024,26-05-2024,Spring,No,No,13,3,1,1,No,1,35,M,Employed,Single,Yes,Yes,Yes,Yes,Yes,Office B - Regional,Approved,
APP004069,Turkey,Spain,Mail,Tourist,02-07-2024,08-08-2024,Summer,No,Yes,8,8,0,2,No,0,56,M,Employed,Married,Yes,Yes,No,Yes,No,Office E - Border,Approved,
APP004070,Algeria,Germany,In-Person,Family,14-06-2023,14-03-2024,Summer,No,No,14,2,1,0,No,1,80,F,Self-Employed,Married,Yes,Yes,No,Yes,Yes,Office B - Regional,Approved,
APP004071,Colombia,Lithuania,In-Person,Tourist,29-05-2024,29-06-2024,Spring,No,Yes,28,4,3,3,No,0,23,M,Self-Employed,Married,Yes,Yes,No,Yes,No,Office B - Regional,Approved,
APP004072,Russia,UK,Online,Student,23-11-2024,24-01-2025,Fall,No,Yes,35,4,0,1,No,0,64,M,Student,Married,Yes,Yes,Yes,Yes,Yes,Office F - Consulate,Approved,
APP004073,Nigeria,Bulgaria,Online,Tourist,13-09-2023,27-10-2023,Fall,No,Yes,3,0,1,0,No,0,37,M,Student,Divorced,Yes,No,Yes,Yes,No,Office B - Regional,Approved,
APP004074,Angola,Netherlands,Online,Business,30-11-2024,31-12-2024,Fall,No,Yes,0,0,0,0,No,0,76,F,Employed,Single,Yes,Yes,No,Yes,No,Office A - Metro,Approved,
APP004075,Turkey,Denmark,In-Person,Work,05-02-2024,12-04-2024,Winter,No,Yes,1,1,1,0,No,0,54,F,Self-Employed,Single,Yes,Yes,Yes,Yes,No,Office A - Metro,Approved,
APP004076,Brazil,USA,In-Person,Business,12-12-2024,19-01-2025,Winter,No,Yes,18,3,2,3,No,4,57,M,Self-Employed,Married,Yes,No,Yes,Yes,No,Office C - Small Town,Rejected,Previous Visa Rejections
APP004077,India,Germany,Online,Student,28-02-2024,23-04-2024,Winter,No,Yes,47,4,1,6,No,5,63,M,Employed,Married,Yes,Yes,Yes,Yes,Yes,Office A - Metro,Approved,
APP004078,Russia,South Korea,Online,Tourist,20-11-2024,20-12-2024,Fall,No,Yes,3,0,1,0,Yes,3,51,F,Employed,Divorced,Yes,Yes,Yes,Yes,Yes,Office A - Metro,Rejected,Previous Visa Overstay
APP004079,China,Australia,Online,Business,06-04-2024,02-05-2024,Spring,No,Yes,5,1,0,1,No,0,77,F,Retired,Married,Yes,No,No,Yes,No,Office F - Consulate,Approved,
APP004080,Syria,Norway,Online,Student,22-02-2024,21-04-2024,Winter,No,Yes,6,4,0,1,No,0,56,M,Retired,Single,Yes,No,Yes,Yes,Yes,Office E - Border,Rejected,Insufficient Supporting Documents
APP004081,India,Slovakia,Online,Work,06-12-2023,11-03-2024,Winter,No,Yes,4,0,0,0,No,5,33,M,Employed,Single,Yes,Yes,Yes,Yes,No,Office E - Border,Rejected,Previous Visa Rejections
APP004082,Algeria,Greece,Online,Business,13-11-2024,12-12-2024,Fall,No,Yes,25,10,2,6,No,0,50,F,Self-Employed,Single,Yes,No,No,Yes,No,Office C - Small Town,Approved,
APP004083,Mexico,Finland,Online,Work,31-01-2024,02-04-2024,Winter,No,Yes,26,2,4,1,No,0,52,M,Student,Single,Yes,Yes,No,Yes,No,Office C - Small Town,Approved,
APP004084,Morocco,Italy,Online,Business,02-11-2024,17-12-2024,Fall,No,Yes,3,1,0,0,No,1,39,M,Employed,Single,No,Yes,Yes,Yes,No,Office D - Capital,Rejected,Incomplete Documentation
APP004085,Sri Lanka,Ireland,Online,Tourist,15-04-2024,13-05-2024,Spring,No,Yes,18,6,1,4,No,1,58,M,Retired,Married,Yes,Yes,Yes,Yes,No,Office C - Small Town,Approved,
APP004086,Japan,USA,In-Person,Student,19-05-2024,08-07-2024,Spring,No,Yes,2,2,0,0,No,0,57,M,Student,Single,Yes,Yes,Yes,Yes,No,Office E - Border,Rejected,Missing Sponsorship Letter
APP004087,Peru,Australia,Online,Business,24-12-2023,26-01-2024,Winter,No,Yes,11,6,4,0,No,0,44,M,Employed,Single,No,Yes,No,Yes,No,Office F - Consulate,Approved,
APP004088,Algeria,UK,Online,Tourist,23-09-2023,15-10-2023,Fall,Yes,Yes,26,3,0,2,No,0,78,F,Employed,Married,Yes,Yes,No,Yes,Yes,Office E - Border,Approved,
APP004089,Albania,Bulgaria,In-Person,Business,10-07-2024,08-08-2024,Summer,No,Yes,8,7,1,0,No,1,55,M,Self-Employed,Married,Yes,Yes,No,No,No,Office C - Small Town,Approved,
APP004090,Senegal,Estonia,In-Person,Tourist,13-01-2024,26-02-2024,Winter,No,Yes,12,2,0,0,No,3,29,F,Employed,Single,Yes,Yes,Yes,Yes,Yes,Office A - Metro,Approved,
APP004091,DRC,Australia,In-Person,Tourist,08-08-2024,24-09-2024,Summer,No,Yes,21,6,6,0,No,0,58,F,Employed,Married,Yes,Yes,No,Yes,No,Office F - Consulate,Approved,
APP004092,Pakistan,Spain,Online,Tourist,27-11-2023,12-01-2024,Fall,No,Yes,5,2,0,1,No,2,42,F,Student,Married,Yes,Yes,Yes,Yes,No,Office C - Small Town,Rejected,Previous Visa Rejections
APP004093,North Macedonia,UK,Mail,Tourist,09-05-2023,28-05-2023,Spring,Yes,Yes,17,3,7,2,No,0,33,M,Unemployed,Single,Yes,Yes,No,No,Yes,Office D - Capital,Approved,
APP004094,Pakistan,France,In-Person,Tourist,15-11-2024,15-01-2025,Fall,No,Yes,23,8,0,1,No,2,46,F,Retired,Widowed,Yes,Yes,Yes,Yes,Yes,Office C - Small Town,Rejected,Previous Visa Rejections
APP004095,South Korea,Germany,Online,Tourist,20-09-2023,05-11-2023,Fall,No,Yes,8,1,1,3,No,1,55,F,Employed,Single,No,Yes,Yes,No,No,Office C - Small Town,Rejected,Incomplete Documentation
APP004096,Azerbaijan,USA,In-Person,Student,11-09-2024,15-11-2024,Fall,No,Yes,0,0,0,0,No,1,38,F,Employed,Single,Yes,Yes,Yes,Yes,Yes,Office B - Regional,Approved,
APP004097,Zimbabwe,Portugal,Mail,Business,14-03-2024,12-04-2024,Spring,No,Yes,32,3,0,2,No,0,31,M,Student,Single,Yes,Yes,Yes,Yes,No,Office F - Consulate,Approved,
APP004098,North Macedonia,Estonia,Online,Work,18-11-2023,25-02-2024,Fall,No,Yes,8,5,0,1,No,0,62,M,Student,Single,No,Yes,Yes,Yes,No,Office E - Border,Rejected,Incomplete Documentation
APP004099,China,USA,In-Person,Student,26-01-2023,14-04-2023,Winter,No,Yes,3,0,2,2,No,0,30,F,Employed,Married,Yes,Yes,Yes,Yes,Yes,Office C - Small Town,Approved,
APP004100,Turkey,Spain,In-Person,Business,04-04-2023,25-04-2023,Spring,Yes,No,1,1,0,0,No,0,11,M,Unemployed,Married,Yes,Yes,No,Yes,No,Office F - Consulate,Rejected,No Proof of Employment
APP004101,Indonesia,Canada,In-Person,Business,11-01-2024,02-02-2024,Winter,No,Yes,1,0,1,2,No,0,63,F,Employed,Married,Yes,Yes,No,Yes,No,Office B - Regional,Approved,
APP004102,Myanmar,Switzerland,Online,Work,13-01-2023,04-05-2023,Winter,No,Yes,8,3,0,3,No,0,18,M,Employed,Married,No,Yes,Yes,Yes,Yes,Office A - Metro,Rejected,Incomplete Documentation
APP004103,Peru,Germany,Online,Tourist,26-10-2024,05-12-2024,Fall,No,No,0,0,0,0,No,1,80,F,Employed,Single,Yes,Yes,Yes,Yes,Yes,Office F - Consulate,Rejected,Poor Travel History
APP004104,India,UAE,Online,Family,06-12-2024,21-02-2026,Winter,No,Yes,1,1,1,1,No,0,41,M,Student,Married,Yes,Yes,Yes,No,Yes,Office A - Metro,Rejected,Insufficient Financial Proof
APP004105,Russia,USA,In-Person,Student,08-02-2023,17-03-2023,Winter,No,No,4,2,1,0,No,0,12,M,Employed,Married,Yes,Yes,No,No,Yes,Office C - Small Town,Approved,
APP004106,Lebanon,Luxembourg,Online,Student,07-02-2023,30-03-2023,Winter,No,No,3,2,1,0,No,2,24,F,Employed,Married,Yes,Yes,Yes,Yes,Yes,Office D - Capital,Approved,
APP004107,Saudi Arabia,Australia,Online,Student,30-09-2023,29-11-2023,Fall,No,Yes,3,1,0,2,No,0,61,F,Employed,Married,Yes,Yes,Yes,Yes,Yes,Office F - Consulate,Approved,
APP004108,Vietnam,Australia,In-Person,Business,03-05-2024,08-06-2024,Spring,No,Yes,0,0,0,0,No,1,79,M,Student,Married,Yes,Yes,Yes,Yes,No,Office A - Metro,Approved,
APP004109,India,Japan,Online,Tourist,08-10-2024,09-11-2024,Fall,No,No,6,3,3,0,No,0,55,M,Employed,Single,Yes,Yes,No,Yes,No,Office E - Border,Approved,
APP004110,India,UK,Online,Tourist,19-03-2024,09-05-2024,Spring,No,Yes,0,0,0,0,No,0,28,M,Employed,Married,Yes,Yes,Yes,Yes,Yes,Office C - Small Town,Rejected,High Risk Route
APP004111,Afghanistan,Croatia,Online,Business,17-02-2023,22-03-2023,Winter,No,Yes,5,0,0,2,No,0,77,F,Employed,Married,Yes,Yes,No,Yes,No,Office B - Regional,Approved,
APP004112,China,Canada,Online,Tourist,25-10-2024,27-11-2024,Fall,No,No,3,0,0,0,No,0,47,M,Self-Employed,Married,Yes,Yes,Yes,No,No,Office E - Border,Rejected,Insufficient Financial Proof
APP004113,North Macedonia,Canada,Mail,Student,29-05-2023,16-07-2023,Spring,No,Yes,23,9,2,2,No,1,48,F,Student,Single,Yes,Yes,No,Yes,Yes,Office C - Small Town,Approved,
APP004114,Brazil,Norway,Online,Tourist,29-11-2024,11-01-2025,Fall,No,Yes,13,1,2,2,No,1,55,F,Retired,Married,Yes,Yes,Yes,No,No,Office D - Capital,Approved,
APP004115,Ukraine,Finland,In-Person,Tourist,18-02-2024,17-03-2024,Winter,No,Yes,2,1,0,0,No,0,66,F,Employed,Married,Yes,No,No,Yes,No,Office F - Consulate,Rejected,Insufficient Supporting Documents
APP004116,Egypt,Slovakia,In-Person,Business,23-12-2024,24-01-2025,Winter,No,Yes,2,1,1,0,No,2,55,M,Unemployed,Divorced,Yes,Yes,Yes,Yes,No,Office C - Small Town,Approved,
APP004117,Algeria,Cyprus,Online,Tourist,25-12-2024,28-01-2025,Winter,No,Yes,24,6,0,1,No,2,58,F,Student,Single,Yes,Yes,Yes,Yes,No,Office A - Metro,Approved,
APP004118,India,Spain,Online,Business,18-12-2023,02-02-2024,Winter,No,No,19,6,4,0,No,0,45,M,Employed,Married,No,No,Yes,Yes,No,Office C - Small Town,Rejected,Incomplete Documentation
APP004119,Zimbabwe,UK,Online,Student,31-05-2023,26-07-2023,Spring,No,Yes,2,0,0,0,No,1,54,F,Retired,Married,Yes,Yes,Yes,Yes,Yes,Office D - Capital,Rejected,Poor Travel History
APP004120,Brazil,Canada,Online,Tourist,30-09-2023,02-11-2023,Fall,No,Yes,20,8,7,0,Yes,0,56,M,Employed,Single,Yes,Yes,No,Yes,No,Office F - Consulate,Rejected,Previous Visa Overstay
APP004121,Ecuador,Australia,In-Person,Tourist,05-07-2024,22-08-2024,Summer,No,Yes,0,0,0,0,No,0,18,F,Student,Married,Yes,Yes,No,Yes,No,Office D - Capital,Approved,
APP004122,Chile,Spain,Online,Student,31-01-2023,21-03-2023,Winter,No,Yes,26,10,4,5,No,0,61,F,Self-Employed,Married,Yes,Yes,No,Yes,Yes,Office A - Metro,Approved,
APP004123,Serbia,Switzerland,Online,Student,04-05-2023,02-06-2023,Spring,Yes,Yes,39,4,1,1,No,1,55,F,Employed,Single,Yes,Yes,No,Yes,Yes,Office A - Metro,Approved,
APP004124,Qatar,Germany,Online,Tourist,03-02-2024,12-03-2024,Winter,No,Yes,9,3,2,3,No,0,18,M,Employed,Married,Yes,Yes,Yes,Yes,No,Office C - Small Town,Approved,
APP004125,Morocco,Canada,Online,Family,23-11-2023,20-03-2025,Fall,No,Yes,29,4,0,3,No,1,44,F,Unemployed,Single,Yes,No,Yes,Yes,No,Office C - Small Town,Rejected,Insufficient Supporting Documents
APP004126,North Macedonia,Bulgaria,Mail,Tourist,14-12-2024,16-01-2025,Winter,No,Yes,2,2,0,0,No,0,59,M,Student,Widowed,Yes,Yes,No,Yes,Yes,Office A - Metro,Approved,
APP004127,Peru,UK,Mail,Tourist,10-03-2024,10-05-2024,Spring,No,Yes,9,2,0,1,No,3,37,M,Student,Widowed,No,Yes,Yes,Yes,No,Office B - Regional,Rejected,Incomplete Documentation
APP004128,Thailand,Iceland,Online,Tourist,26-04-2023,30-05-2023,Spring,No,Yes,45,9,0,2,No,3,39,F,Employed,Divorced,Yes,Yes,Yes,Yes,Yes,Office D - Capital,Rejected,Previous Visa Rejections
APP004129,Azerbaijan,Spain,Mail,Tourist,11-06-2024,05-09-2024,Summer,No,Yes,2,0,0,0,No,1,77,F,Employed,Divorced,No,No,Yes,No,Yes,Office A - Metro,Rejected,Incomplete Documentation
